Transaction ID,Date,Store ID,Product ID,Category,Sub-Category,Quantity Sold,Price,Discount,Total Sales,Customer ID,Payment Method,Store Location,Customer Age,Customer Gender,Customer Segment,Loyalty Program,Feedback Rating,Employee ID,Store Type
T0005566,2023-03-29,S089,P00777,Groceries,Fruits,3,474.04,0.11,1265.69,d991c59e-21f7-431a-a189-ed19e048073b,Cash,"North John, Cocos (Keeling) Islands",33,Female,VIP,Yes,2,E0264,Supermarket
T0005567,2022-11-17,S080,P00002,Furniture,Sofas,5,448.17,0.28,1613.41,82bc3344-cbd6-4a66-9edc-937fa18b9bd9,Online Payment,"Port Jerry, Tokelau",22,Male,VIP,Yes,5,E0088,Online
T0005568,2024-05-12,S055,P00315,Toys,Dolls,10,927.52,0.08,8533.18,c19b0e9c-1d01-4246-9a4c-4591ec232e01,Cash,"Lake Rogershire, Mali",18,Male,VIP,No,3,E0172,Online
T0005569,2024-04-05,S040,P00709,Furniture,Sofas,6,902.04,0.17,4492.16,aa711060-984b-492f-8c9d-972fa66338f1,Online Payment,"South Kimberly, Albania",56,Male,VIP,No,1,E0295,Outlet
T0005570,2023-03-18,S071,P00583,Clothing,T-Shirts,1,482.86,0.24,366.97,fada6a32-92bc-49f4-b7e0-18f85c852175,Online Payment,"East Emilyside, Latvia",37,Female,Regular,No,3,E0296,Outlet
T0005571,2023-05-04,S032,P00088,Clothing,Jeans,6,391.02,0.03,2275.74,58a7500c-4115-4e0a-8b73-3fa83221c0d6,Cash,"North Stevenland, Albania",32,Female,VIP,No,1,E0414,Online
T0005572,2022-09-04,S093,P00344,Toys,Action Figures,3,39.53,0.05,112.66,47b8d3a8-4f41-49cb-9545-21828c29ed01,Online Payment,"South Kimberly, Albania",20,Male,Regular,No,3,E0277,Outlet
T0005573,2024-07-31,S092,P00806,Electronics,Laptops,1,373.8,0.02,366.32,c4904e1a-3d28-44dd-8c39-42b5f6eb3ac4,Online Payment,"Ruthhaven, Congo",55,Male,Regular,No,2,E0012,Supermarket
T0005574,2023-06-06,S100,P00896,Clothing,Jeans,9,610.48,0.09,4999.83,5126287b-c0bf-4f86-8bf5-2ed3303de635,Cash,"West Michelle, Saudi Arabia",69,Male,Regular,No,1,E0151,Outlet
T0005575,2022-10-16,S001,P00880,Clothing,Jackets,6,760.83,0.08,4199.78,0c53dff9-6d3b-43b6-939c-67b76ed06fcf,Online Payment,"Lake William, Senegal",39,Female,VIP,No,4,E0382,Supermarket
T0005576,2024-07-11,S031,P00273,Furniture,Tables,4,42.37,0.3,118.64,4c3a7797-7897-4b6c-94af-e57cc5786e19,Cash,"Bethburgh, Slovakia (Slovak Republic)",61,Male,Regular,Yes,4,E0493,Online
T0005577,2024-03-16,S093,P00634,Groceries,Fruits,4,906.93,0.27,2648.24,ceac895e-8d27-450d-9b5a-3f32a9c6e8fd,Cash,"Port Michaelburgh, Saint Martin",56,Female,Regular,No,3,E0024,Online
T0005578,2024-07-11,S066,P00351,Toys,Action Figures,8,478.8,0.09,3485.66,cb56221c-f523-4736-b07a-8452d2145bbd,Credit Card,"Parkbury, Ethiopia",55,Male,Regular,No,5,E0030,Online
T0005579,2023-01-13,S051,P00572,Toys,Dolls,1,829.37,0.07,771.31,1e39fd8d-6747-4b11-90b8-f0ee470a9f1a,Cash,"Port Michaelburgh, Saint Martin",30,Male,VIP,No,4,E0475,Outlet
T0005580,2023-01-31,S084,P00892,Groceries,Fruits,9,406.57,0.02,3585.95,1ae7fef4-3e3e-40d8-9921-749bccbcc6a8,Online Payment,"Lake Rogershire, Mali",26,Female,VIP,No,5,E0203,Online
T0005581,2022-12-15,S007,P00061,Clothing,T-Shirts,7,117.35,0.23,632.52,25890d10-ae26-4979-98f9-7f5f11f131c6,Online Payment,"Taylorhaven, United States Minor Outlying Islands",22,Female,Regular,No,2,E0474,Supermarket
T0005582,2023-04-18,S037,P00237,Toys,Puzzles,4,642.78,0.04,2468.28,d2b9a286-2c33-419a-8fb9-c9fec150fcba,Credit Card,"East Amanda, Ecuador",54,Female,Regular,Yes,3,E0189,Online
T0005583,2024-04-20,S079,P00551,Toys,Puzzles,5,767.05,0.24,2914.79,0b0bb735-8ede-4bc7-97fa-c41a593b641a,Online Payment,"Cindychester, Belarus",64,Female,VIP,No,1,E0143,Supermarket
T0005584,2023-02-03,S069,P00312,Clothing,Shoes,7,125.04,0.08,805.26,dcdbf8db-70ef-4975-a151-4a19641aa5f1,Cash,"Boltonport, French Guiana",65,Male,VIP,No,1,E0308,Online
T0005585,2022-12-21,S017,P00444,Groceries,Fruits,7,632.59,0.08,4073.88,08bf504e-8db1-4a42-96b7-0167d738cb6e,Credit Card,"East Janice, Christmas Island",23,Female,VIP,No,2,E0062,Outlet
T0005586,2023-10-30,S069,P00895,Groceries,Snacks,2,888.61,0.06,1670.59,a4996a0b-6f14-4187-beba-e00ebe45e329,Credit Card,"East Natalie, Guadeloupe",55,Male,VIP,Yes,5,E0128,Supermarket
T0005587,2023-05-14,S025,P00073,Electronics,Smartphones,6,248.78,0.0,1492.68,fc8b3ffb-ea4c-4b22-bdaf-419a3a0de5ac,Online Payment,"West Thomas, Isle of Man",65,Female,Regular,Yes,1,E0461,Supermarket
T0005588,2023-12-25,S014,P00453,Clothing,T-Shirts,7,529.33,0.16,3112.46,81dfa4cc-22d6-4124-b817-3a6d8ae343a4,Cash,"North Karenborough, Czech Republic",20,Female,Regular,Yes,5,E0217,Online
T0005589,2023-08-07,S053,P00575,Clothing,T-Shirts,5,979.48,0.26,3624.08,44d040d9-41db-4040-99a4-ebd7e6a1e63e,Online Payment,"Booneshire, Macao",63,Female,VIP,Yes,3,E0116,Online
T0005590,2023-11-01,S014,P00955,Furniture,Beds,3,29.76,0.11,79.46,06e609a2-bd89-4f8d-b697-a83839497ff8,Credit Card,"Markview, Suriname",25,Male,Regular,Yes,3,E0476,Supermarket
T0005591,2023-09-22,S049,P00666,Clothing,Jeans,10,482.74,0.17,4006.74,1296044d-b852-4394-a38d-8f3f03b0a709,Online Payment,"Lake Janet, Tokelau",67,Female,Regular,No,1,E0361,Outlet
T0005592,2023-12-27,S014,P00638,Electronics,Cameras,6,568.03,0.27,2487.97,f237fc9a-4545-4776-b0e3-1f8eb685c98d,Online Payment,"North Karenborough, Czech Republic",61,Male,Regular,No,5,E0157,Outlet
T0005593,2023-05-25,S013,P00143,Clothing,T-Shirts,9,405.43,0.09,3320.47,dacc6af9-42bf-4847-a24f-e491bab20d8c,Cash,"Duncanstad, Ghana",46,Male,VIP,Yes,1,E0316,Outlet
T0005594,2023-08-19,S087,P00223,Furniture,Tables,3,103.21,0.26,229.13,4d2cad17-92f0-4ff3-83be-310deb02ca0e,Cash,"West Autumnborough, Bahamas",64,Male,VIP,Yes,3,E0248,Outlet
T0005595,2023-02-17,S034,P00989,Groceries,Vegetables,4,418.55,0.01,1657.46,a6c0ee51-70dd-4efa-9362-09103e4d544d,Credit Card,"Dannyland, Bhutan",55,Female,VIP,Yes,1,E0027,Outlet
T0005596,2023-06-23,S002,P00315,Furniture,Tables,10,641.32,0.15,5451.22,8366ff8d-1843-47e9-8b97-30770ba500b2,Online Payment,"Thompsonbury, Djibouti",24,Male,VIP,Yes,3,E0297,Outlet
T0005597,2023-08-24,S084,P00108,Clothing,Jackets,2,255.37,0.02,500.53,5d9a25c1-ad75-45a8-8224-b184dd413d2a,Credit Card,"Port Danielburgh, Bahrain",36,Female,VIP,No,3,E0020,Online
T0005598,2023-03-17,S018,P00405,Toys,Puzzles,2,360.26,0.02,706.11,4c8a9f71-68a4-4ad2-9a84-f0e0b28bd498,Online Payment,"Port Danielburgh, Bahrain",42,Female,VIP,No,5,E0383,Online
T0005599,2023-01-23,S060,P00230,Electronics,Cameras,2,304.28,0.23,468.59,b4add7ac-0306-4b5f-8cb4-8085baecaa36,Cash,"Booneshire, Macao",20,Female,VIP,No,1,E0009,Outlet
T0005600,2024-05-31,S029,P00613,Furniture,Beds,4,367.24,0.18,1204.55,7007bc6c-f3eb-4d3d-9ff1-19918bfc4c35,Online Payment,"Lake Emilychester, Wallis and Futuna",39,Male,Regular,Yes,5,E0488,Online
T0005601,2023-02-07,S001,P00694,Toys,Board Games,6,284.45,0.04,1638.43,5c17f1f8-7642-4706-86d2-6bded6d796aa,Credit Card,"Taylorhaven, United States Minor Outlying Islands",70,Female,VIP,Yes,5,E0072,Supermarket
T0005602,2023-11-23,S048,P00923,Clothing,Jeans,7,188.65,0.01,1307.34,61ba7014-80fc-4dbe-bd91-87bc6bab1c50,Cash,"Gordonfort, Chile",35,Female,VIP,No,4,E0426,Online
T0005603,2023-02-28,S024,P00950,Furniture,Beds,7,306.43,0.25,1608.76,859b0048-a174-4a58-a5f8-61cad357a82b,Credit Card,"Port Danielburgh, Bahrain",22,Male,Regular,Yes,3,E0416,Online
T0005604,2023-02-23,S013,P00754,Groceries,Vegetables,3,786.11,0.03,2287.58,d10c1a3f-4ce1-4d28-9782-4e8d2dacd305,Online Payment,"Ramirezland, Guernsey",65,Female,VIP,No,2,E0451,Supermarket
T0005605,2022-10-14,S044,P00162,Clothing,T-Shirts,8,230.64,0.17,1531.45,83d656b2-a01d-4fe8-8be5-66c87713b7a7,Credit Card,"East Johnton, Saint Helena",68,Male,Regular,No,5,E0299,Outlet
T0005606,2023-11-05,S048,P00503,Furniture,Tables,6,435.05,0.18,2140.45,eaa9bb15-9e09-4484-9782-9ef50ad2727d,Online Payment,"Christopherberg, Holy See (Vatican City State)",59,Male,VIP,Yes,3,E0468,Supermarket
T0005607,2023-07-14,S023,P00140,Groceries,Fruits,2,328.82,0.18,539.26,63c2c360-72d9-4ae6-a0db-ce00a5517c5b,Credit Card,"Lake Maria, Sweden",65,Female,Regular,No,1,E0028,Outlet
T0005608,2023-09-05,S018,P00335,Electronics,Tablets,7,25.21,0.02,172.94,c0c524bc-a7c1-4f1d-814c-2273b5069d6c,Credit Card,"Christopherberg, Holy See (Vatican City State)",58,Female,VIP,Yes,1,E0445,Supermarket
T0005609,2022-10-27,S045,P00406,Groceries,Vegetables,2,877.48,0.28,1263.57,cb111596-7775-4ae6-9f67-4343a88b1ef3,Credit Card,"Juanfurt, Pakistan",59,Female,VIP,No,5,E0243,Outlet
T0005610,2024-07-24,S096,P00454,Electronics,Smartphones,6,522.74,0.12,2760.07,e274ae94-b41e-44a1-b272-49ffbf160bb5,Cash,"East Janice, Christmas Island",59,Male,VIP,No,3,E0061,Outlet
T0005611,2023-12-21,S063,P00862,Electronics,Laptops,4,389.07,0.19,1260.59,4bb73f2d-0e12-44f7-8f01-d66cdbe4089d,Cash,"Kellyfort, Bhutan",63,Female,Regular,No,1,E0239,Outlet
T0005612,2023-01-08,S067,P00986,Groceries,Snacks,5,584.86,0.04,2807.33,b82612de-df29-431b-a9e3-d5f572e6c1e9,Credit Card,"Franklinstad, Guatemala",66,Female,Regular,No,1,E0444,Supermarket
T0005613,2022-12-30,S080,P00983,Groceries,Dairy,4,41.22,0.17,136.85,b0af4a18-e5c2-4896-ac44-bb854fc91332,Credit Card,"Samanthaville, Bermuda",25,Female,VIP,No,4,E0195,Supermarket
T0005614,2022-09-28,S059,P00638,Furniture,Chairs,4,298.94,0.3,837.03,25673e5f-a41d-46b4-b9ac-0fbcdb80e0b1,Cash,"Port Michaelburgh, Saint Martin",39,Female,Regular,Yes,4,E0458,Online
T0005615,2024-07-29,S011,P00749,Furniture,Chairs,8,707.39,0.24,4300.93,3c4fb86d-c205-4e69-9fed-7ae813ad1253,Cash,"Huangside, Mauritius",40,Female,VIP,Yes,3,E0341,Online
T0005616,2023-04-05,S054,P00602,Clothing,Jackets,1,785.84,0.07,730.83,c43e0b28-de34-4490-bc02-5a6bfa2e296d,Credit Card,"West Ashley, Macedonia",49,Male,VIP,Yes,1,E0392,Outlet
T0005617,2024-01-31,S070,P00433,Furniture,Chairs,9,516.78,0.06,4371.96,3ed1a1cc-7acf-4e98-937a-45fc4b9f9e75,Credit Card,"West Ellen, Austria",59,Male,VIP,No,1,E0061,Supermarket
T0005618,2024-05-14,S085,P00470,Toys,Dolls,10,216.75,0.25,1625.62,ccbb74ae-cefc-420a-a660-ee4ef838a94a,Cash,"East Natalie, Guadeloupe",42,Female,Regular,Yes,4,E0058,Supermarket
T0005619,2024-05-20,S039,P00880,Toys,Board Games,8,319.3,0.09,2324.5,ee7f63ce-037c-4745-a038-91fde3135329,Credit Card,"East Johnton, Saint Helena",40,Male,Regular,Yes,1,E0321,Outlet
T0005620,2024-05-14,S084,P00170,Clothing,Jackets,9,752.72,0.24,5148.6,e451420a-c7a7-43fb-ae52-f11a844d954d,Cash,"Lake Diana, Nepal",36,Male,VIP,No,2,E0410,Outlet
T0005621,2022-12-12,S014,P00219,Groceries,Vegetables,5,757.56,0.14,3257.51,cf278049-cca9-45b5-8790-9c4610f5d4f5,Online Payment,"Nancyport, Mongolia",59,Male,VIP,Yes,5,E0356,Outlet
T0005622,2024-06-24,S021,P00105,Toys,Puzzles,1,196.93,0.14,169.36,52ce0a56-c384-46f6-8182-45d068f3bfea,Cash,"Lake Phillip, Guyana",29,Male,VIP,Yes,2,E0172,Outlet
T0005623,2023-06-18,S086,P00600,Electronics,Laptops,4,777.46,0.02,3047.64,c2796df4-2a1e-4e30-a734-b23add3fb2f2,Cash,"Port Jerry, Tokelau",53,Female,VIP,Yes,2,E0120,Supermarket
T0005624,2024-08-24,S007,P00957,Groceries,Dairy,7,932.45,0.29,4634.28,c2ded946-800e-4447-8114-19f8c6f48644,Online Payment,"Port Danielburgh, Bahrain",54,Female,Regular,Yes,1,E0382,Supermarket
T0005625,2022-11-12,S100,P00509,Furniture,Chairs,4,524.23,0.1,1887.23,8a3578c3-ddde-4a26-9920-e3fd2b7b1d35,Online Payment,"Port Michaelburgh, Saint Martin",56,Female,VIP,No,5,E0361,Outlet
T0005626,2022-11-11,S085,P00967,Electronics,Laptops,7,626.83,0.14,3773.52,64241e5b-370e-4a10-83d9-cfdc6dd8e2ca,Cash,"Dannyland, Bhutan",29,Female,VIP,Yes,4,E0025,Supermarket
T0005627,2024-07-16,S080,P00806,Clothing,T-Shirts,1,687.67,0.14,591.4,23879b4c-3fa7-4005-9ba1-382e1813fcd4,Cash,"Port Timothy, Gabon",26,Male,VIP,No,2,E0353,Supermarket
T0005628,2023-01-31,S020,P00343,Electronics,Smartphones,9,69.31,0.1,561.41,70f86928-04e7-4bb0-abf9-c3f415c6aa2a,Online Payment,"Hooverburgh, Anguilla",29,Female,VIP,Yes,3,E0455,Supermarket
T0005629,2024-02-13,S038,P00743,Toys,Action Figures,2,782.67,0.04,1502.73,90bbdeb9-6fd4-4a80-ae4a-b6843658025c,Online Payment,"West Thomas, Isle of Man",34,Male,VIP,Yes,2,E0328,Outlet
T0005630,2023-04-23,S077,P00298,Electronics,Smartphones,7,316.6,0.22,1728.64,eaa24f58-d75b-499e-9107-cf60b6d81a2f,Credit Card,"West Duanefurt, Eritrea",24,Male,VIP,No,3,E0053,Supermarket
T0005631,2024-05-04,S028,P00254,Toys,Board Games,1,233.3,0.13,202.97,d7c83de9-0f5b-4c04-8096-3159c87ef506,Online Payment,"Gordonfort, Chile",34,Male,Regular,Yes,5,E0235,Outlet
T0005632,2024-05-06,S057,P00017,Electronics,Smartphones,3,499.12,0.11,1332.65,c8291c14-df5e-438a-a91e-f7acf1360156,Cash,"Port Nicoleside, Haiti",35,Male,VIP,Yes,2,E0467,Outlet
T0005633,2024-06-21,S052,P00388,Electronics,Laptops,5,687.62,0.1,3094.29,b6179187-82a2-43e3-b495-60b1e73e11a0,Credit Card,"New Micheleview, Paraguay",38,Male,Regular,No,2,E0073,Supermarket
T0005634,2024-04-01,S083,P00966,Clothing,Jackets,3,418.15,0.16,1053.74,1b198836-e4c1-4291-85a2-61e04a7632e9,Cash,"Reidmouth, Netherlands Antilles",21,Male,VIP,No,4,E0135,Outlet
T0005635,2023-10-30,S011,P00071,Toys,Dolls,9,677.97,0.06,5735.63,a72a7d15-7564-4c9f-96a9-d8e584b0f2d9,Cash,"Port Danielburgh, Bahrain",65,Female,VIP,Yes,4,E0320,Online
T0005636,2024-01-24,S056,P00643,Electronics,Tablets,6,134.56,0.15,686.26,57ad2493-e6ae-42f9-bd64-e0676b17d5e8,Online Payment,"Ramirezland, Guernsey",37,Female,VIP,Yes,5,E0474,Outlet
T0005637,2023-03-17,S066,P00764,Furniture,Beds,10,251.28,0.27,1834.34,3ffae382-02bc-478c-bc3b-dadcd1f70346,Credit Card,"Lake Davidshire, Liechtenstein",43,Male,Regular,Yes,5,E0323,Supermarket
T0005638,2022-09-28,S071,P00848,Clothing,Jackets,5,594.61,0.25,2229.79,8e53ad6a-5e66-4787-a81c-ae61efea3383,Cash,"South Angelaborough, Liberia",47,Female,VIP,No,3,E0035,Online
T0005639,2022-09-13,S002,P00150,Electronics,Smartphones,6,797.19,0.26,3539.52,cdbba0af-db1b-4b36-9265-70a0dc8fce6e,Cash,"North Karenborough, Czech Republic",61,Male,Regular,Yes,2,E0022,Supermarket
T0005640,2024-03-11,S037,P00840,Toys,Board Games,5,169.79,0.14,730.1,24142929-88c1-4609-a005-57de0c808c4d,Cash,"South Sandraton, Micronesia",47,Female,VIP,No,5,E0395,Supermarket
T0005641,2023-09-15,S025,P00841,Furniture,Chairs,8,29.01,0.29,164.78,921046db-9b66-437b-b62c-b2c845595e9d,Online Payment,"Jonesbury, Antigua and Barbuda",55,Female,Regular,No,5,E0404,Supermarket
T0005642,2024-08-20,S021,P00214,Toys,Dolls,2,625.57,0.14,1075.98,42fd251d-b35b-48ee-96bf-28b0b8c30006,Credit Card,"Gonzalesburgh, Yemen",38,Female,Regular,Yes,5,E0349,Supermarket
T0005643,2023-06-19,S088,P00769,Furniture,Sofas,7,723.0,0.12,4453.68,7035d535-2a93-43e1-8699-8a27e17eeb57,Cash,"Dannyland, Bhutan",48,Male,Regular,Yes,3,E0438,Outlet
T0005644,2024-04-16,S029,P00235,Toys,Dolls,4,604.41,0.06,2272.58,a84d3e68-f67e-4928-bb26-1429197ff78e,Cash,"South Cherylside, Sudan",56,Female,VIP,No,3,E0112,Online
T0005645,2024-01-19,S093,P00838,Furniture,Tables,6,432.32,0.21,2049.2,6950aa35-b455-489a-9e19-c22f5bad855d,Credit Card,"Bethburgh, Slovakia (Slovak Republic)",18,Female,VIP,No,4,E0010,Supermarket
T0005646,2022-09-27,S036,P00147,Furniture,Sofas,1,577.34,0.13,502.29,27a9da16-6158-4c3a-b76d-2e39fd05e5c0,Credit Card,"North John, Cocos (Keeling) Islands",56,Female,Regular,Yes,5,E0194,Supermarket
T0005647,2024-05-05,S005,P00154,Clothing,T-Shirts,5,710.34,0.18,2912.39,68ac79c7-620d-43c2-b4df-2790d45d4fb9,Online Payment,"Lake Emilychester, Wallis and Futuna",58,Female,VIP,No,3,E0093,Outlet
T0005648,2022-11-06,S023,P00688,Furniture,Sofas,10,161.38,0.15,1371.73,c5186273-7696-4402-a0cc-7d717f2d2ad3,Credit Card,"Boltonport, French Guiana",32,Female,VIP,No,4,E0495,Online
T0005649,2024-03-03,S003,P00393,Clothing,Jeans,8,375.63,0.28,2163.63,5200cc9c-9d8d-45ca-b4ea-ac5c50c8260e,Credit Card,"Lake Janet, Tokelau",44,Male,Regular,Yes,5,E0120,Online
T0005650,2022-11-06,S070,P00090,Furniture,Beds,4,169.51,0.26,501.75,d7634a12-39fb-472a-bd26-dc4294200a11,Cash,"West Haleystad, Djibouti",52,Female,VIP,No,1,E0218,Supermarket
T0005651,2023-05-06,S037,P00837,Groceries,Vegetables,4,21.74,0.11,77.39,ea51979b-06b6-468e-bef6-e240d63e6f61,Cash,"North John, Cocos (Keeling) Islands",53,Male,VIP,Yes,2,E0125,Supermarket
T0005652,2024-08-18,S074,P00169,Toys,Puzzles,3,39.46,0.16,99.44,f85da52f-ccf0-445d-a694-65e6725ba1de,Credit Card,"Reidmouth, Netherlands Antilles",46,Male,VIP,Yes,5,E0010,Outlet
T0005653,2023-12-02,S010,P00906,Furniture,Chairs,3,687.98,0.2,1651.15,88070ea8-6303-418d-8976-9732a8ad3cf8,Cash,"East Janice, Christmas Island",58,Male,VIP,Yes,5,E0392,Outlet
T0005654,2024-07-18,S041,P00567,Toys,Action Figures,4,805.13,0.12,2834.06,397ecb1b-49bc-45bd-9000-ecf93b754a90,Credit Card,"Lake William, Senegal",63,Female,Regular,No,3,E0320,Supermarket
T0005655,2023-10-28,S029,P00989,Electronics,Laptops,5,989.1,0.23,3808.04,7550e67b-fa27-4ec4-a4cd-b8adcab38d6d,Cash,"New Susan, Jersey",40,Male,VIP,No,1,E0399,Online
T0005656,2023-04-29,S088,P00900,Toys,Dolls,9,874.77,0.17,6534.53,6eae0841-2e71-4316-b392-a0a7490a12d7,Cash,"South Angelaborough, Liberia",69,Female,VIP,No,4,E0362,Online
T0005657,2023-03-03,S066,P00768,Toys,Dolls,8,882.21,0.0,7057.68,1fac3a09-1fe0-4679-b821-dc807d433a97,Credit Card,"West Thomas, Isle of Man",33,Female,Regular,Yes,4,E0231,Online
T0005658,2022-09-25,S004,P00142,Toys,Action Figures,8,23.16,0.27,135.25,88a6d307-0b3c-4429-b6f5-5fede6e5cb75,Online Payment,"East Natalie, Guadeloupe",60,Female,VIP,Yes,1,E0099,Outlet
T0005659,2024-07-17,S034,P00202,Clothing,T-Shirts,10,667.76,0.2,5342.08,f2ffea0f-9b1d-46bb-b7d7-684d725c1b46,Online Payment,"Ramirezland, Guernsey",67,Male,Regular,Yes,4,E0189,Online
T0005660,2023-11-18,S064,P00274,Furniture,Beds,4,339.57,0.21,1073.04,4c49ef9e-3c7e-455a-b546-3f7a10845a58,Credit Card,"Dannyland, Bhutan",25,Male,VIP,No,3,E0336,Outlet
T0005661,2024-04-03,S007,P00219,Electronics,Smartphones,9,394.56,0.12,3124.92,fabd2b20-6e0b-4ff5-94b6-1e4d8a296451,Online Payment,"Gordonfort, Chile",54,Female,VIP,No,1,E0091,Online
T0005662,2023-04-12,S027,P00296,Electronics,Laptops,6,432.72,0.26,1921.28,334c47fa-fd68-4d85-ab47-1b3d51c3b5e9,Credit Card,"East Janice, Christmas Island",45,Male,Regular,No,3,E0211,Online
T0005663,2023-03-12,S029,P00286,Toys,Dolls,1,872.6,0.28,628.27,74c48b39-947d-467d-8a08-dc2d6efbe6c0,Online Payment,"New Valerie, Palau",70,Female,Regular,No,5,E0376,Supermarket
T0005664,2023-08-01,S087,P00749,Furniture,Sofas,4,399.79,0.11,1423.25,86eba5b8-0f1c-4813-bfdf-b1edf7d3e273,Online Payment,"New Victor, Vanuatu",26,Female,VIP,No,2,E0483,Online
T0005665,2022-09-12,S043,P00270,Electronics,Smartphones,10,635.01,0.02,6223.1,b6051101-cda5-41a8-9293-00de69049f88,Cash,"Thompsonbury, Djibouti",36,Female,Regular,No,2,E0378,Online
T0005666,2022-12-01,S053,P00831,Clothing,Shoes,2,940.86,0.09,1712.37,70492f14-7a44-4c8b-93d5-3af8a1efc9e3,Cash,"Bethburgh, Slovakia (Slovak Republic)",18,Male,VIP,Yes,2,E0115,Supermarket
T0005667,2022-10-29,S075,P00372,Electronics,Laptops,2,531.87,0.15,904.18,46189e47-0cc0-4bdd-b3ef-eeac1537e1a7,Cash,"East Timothy, Seychelles",68,Male,VIP,Yes,4,E0113,Online
T0005668,2023-09-07,S025,P00201,Toys,Dolls,4,212.01,0.05,805.64,da782e16-e169-4533-bd62-d35d6b855240,Online Payment,"Dannyland, Bhutan",29,Female,Regular,No,3,E0295,Online
T0005669,2024-08-14,S038,P00941,Clothing,Jeans,2,933.91,0.14,1606.33,02fd8b60-3f88-4973-9909-f1ac6dd68c6b,Online Payment,"Port Eddieton, Norfolk Island",38,Male,Regular,No,5,E0226,Supermarket
T0005670,2023-05-29,S080,P00200,Groceries,Dairy,1,887.63,0.12,781.11,7a12b4f5-7540-4a19-b7e2-dcc0b357d011,Credit Card,"North Daniel, Lithuania",28,Male,Regular,Yes,1,E0026,Supermarket
T0005671,2023-10-30,S013,P00228,Clothing,Jackets,8,924.36,0.29,5250.36,e92cc2a9-61b8-4064-a8d9-f99a17adab5f,Online Payment,"Hooverburgh, Anguilla",30,Male,Regular,No,2,E0333,Outlet
T0005672,2024-01-17,S097,P00944,Groceries,Vegetables,6,635.61,0.1,3432.29,610d66f4-a44c-488e-bedb-3802fb65804a,Online Payment,"Juanfurt, Pakistan",69,Female,Regular,Yes,5,E0012,Outlet
T0005673,2023-04-20,S036,P00862,Electronics,Smartphones,1,231.53,0.28,166.7,8e2c1bdd-fb85-4968-91dd-0642ba02989a,Credit Card,"Juanfurt, Pakistan",30,Female,VIP,Yes,1,E0224,Supermarket
T0005674,2022-10-06,S076,P00688,Furniture,Chairs,7,58.9,0.06,387.56,66ec7562-5637-4edd-9b41-160144d3cc07,Cash,"Martinstad, Guinea",33,Male,Regular,No,1,E0150,Online
T0005675,2022-11-14,S069,P00340,Furniture,Chairs,1,943.09,0.03,914.8,053e401e-3eb7-4ac3-87d3-0e03349eeaf3,Cash,"New Jonathan, Andorra",32,Male,Regular,Yes,3,E0255,Online
T0005676,2023-07-06,S054,P00559,Electronics,Cameras,2,869.38,0.3,1217.13,55fd95bb-fad1-4d6d-b9bb-dfe933b4b320,Credit Card,"North Karenborough, Czech Republic",40,Female,VIP,Yes,4,E0160,Supermarket
T0005677,2023-06-17,S002,P00926,Furniture,Sofas,3,673.91,0.13,1758.91,78d5d2ea-f875-4249-bde8-7559667a0088,Credit Card,"Lake Janet, Tokelau",26,Male,Regular,No,3,E0220,Outlet
T0005678,2023-04-20,S093,P00224,Groceries,Vegetables,1,539.98,0.26,399.59,5c53a263-6ccf-4de7-ac60-742b03b229f0,Cash,"West Autumnborough, Bahamas",18,Female,Regular,Yes,1,E0243,Online
T0005679,2024-08-04,S051,P00616,Groceries,Fruits,1,438.88,0.18,359.88,d9a5c876-b810-45b5-9145-7014cabf8e26,Credit Card,"New Micheleview, Paraguay",26,Female,VIP,No,3,E0331,Supermarket
T0005680,2023-07-08,S037,P00351,Toys,Puzzles,1,786.2,0.04,754.75,475b71c1-4356-4cb9-88cc-78188cab4d40,Online Payment,"Gonzalesburgh, Yemen",49,Male,Regular,No,1,E0421,Supermarket
T0005681,2023-09-29,S031,P00163,Furniture,Tables,2,18.09,0.02,35.46,e7307e1d-e540-4a70-9df1-573dd7b35bfe,Online Payment,"East Janice, Christmas Island",42,Female,Regular,No,1,E0229,Supermarket
T0005682,2023-10-07,S046,P01000,Furniture,Tables,3,552.78,0.22,1293.51,8f4ed9f1-bee2-40e5-a7ed-166a518caa32,Online Payment,"Boltonport, French Guiana",20,Female,Regular,Yes,1,E0247,Online
T0005683,2022-09-06,S030,P00171,Groceries,Dairy,6,947.24,0.09,5171.93,33cc4a03-9a42-41f6-9e47-d4e28eb5056b,Cash,"Samanthaville, Bermuda",21,Male,Regular,Yes,3,E0060,Supermarket
T0005684,2023-08-26,S022,P00702,Toys,Action Figures,2,445.47,0.16,748.39,02a0a80a-e602-4949-b9be-d74e4ab26db7,Cash,"Taylorhaven, United States Minor Outlying Islands",25,Male,VIP,Yes,2,E0093,Outlet
T0005685,2023-12-20,S094,P00449,Toys,Puzzles,4,375.13,0.23,1155.4,892fb754-a899-464c-bd71-8418b7f6be34,Cash,"Franklinstad, Guatemala",34,Female,Regular,No,1,E0298,Online
T0005686,2023-05-24,S060,P00808,Toys,Board Games,8,378.91,0.02,2970.65,b4224dde-d20c-4fec-b128-2803dce7e4e9,Online Payment,"Franklinstad, Guatemala",45,Male,VIP,No,1,E0233,Outlet
